time	Torso_X	Torso_Y	Torso_Z	Torso_RXV	Torso_RYV	Torso_RZV	Torso_XV	Torso_YV	Torso_ZV	Torso_QW	Torso_QX	Torso_QY	Torso_QZ	Torso_CMX	Torso_CMY	Torso_CMZ	RightThigh_X	RightThigh_Y	RightThigh_Z	RightThigh_RXV	RightThigh_RYV	RightThigh_RZV	RightThigh_XV	RightThigh_YV	RightThigh_ZV	RightThigh_QW	RightThigh_QX	RightThigh_QY	RightThigh_QZ	RightThigh_CMX	RightThigh_CMY	RightThigh_CMZ	RightLeg_X	RightLeg_Y	RightLeg_Z	RightLeg_RXV	RightLeg_RYV	RightLeg_RZV	RightLeg_XV	RightLeg_YV	RightLeg_ZV	RightLeg_QW	RightLeg_QX	RightLeg_QY	RightLeg_QZ	RightLeg_CMX	RightLeg_CMY	RightLeg_CMZ	RightFoot_X	RightFoot_Y	RightFoot_Z	RightFoot_RXV	RightFoot_RYV	RightFoot_RZV	RightFoot_XV	RightFoot_YV	RightFoot_ZV	RightFoot_QW	RightFoot_QX	RightFoot_QY	RightFoot_QZ	RightFoot_CMX	RightFoot_CMY	RightFoot_CMZ	LeftThigh_X	LeftThigh_Y	LeftThigh_Z	LeftThigh_RXV	LeftThigh_RYV	LeftThigh_RZV	LeftThigh_XV	LeftThigh_YV	LeftThigh_ZV	LeftThigh_QW	LeftThigh_QX	LeftThigh_QY	LeftThigh_QZ	LeftThigh_CMX	LeftThigh_CMY	LeftThigh_CMZ	LeftLeg_X	LeftLeg_Y	LeftLeg_Z	LeftLeg_RXV	LeftLeg_RYV	LeftLeg_RZV	LeftLeg_XV	LeftLeg_YV	LeftLeg_ZV	LeftLeg_QW	LeftLeg_QX	LeftLeg_QY	LeftLeg_QZ	LeftLeg_CMX	LeftLeg_CMY	LeftLeg_CMZ	LeftFoot_X	LeftFoot_Y	LeftFoot_Z	LeftFoot_RXV	LeftFoot_RYV	LeftFoot_RZV	LeftFoot_XV	LeftFoot_YV	LeftFoot_ZV	LeftFoot_QW	LeftFoot_QX	LeftFoot_QY	LeftFoot_QZ	LeftFoot_CMX	LeftFoot_CMY	LeftFoot_CMZ	RightArm_X	RightArm_Y	RightArm_Z	RightArm_RXV	RightArm_RYV	RightArm_RZV	RightArm_XV	RightArm_YV	RightArm_ZV	RightArm_QW	RightArm_QX	RightArm_QY	RightArm_QZ	RightArm_CMX	RightArm_CMY	RightArm_CMZ	RightForearm_X	RightForearm_Y	RightForearm_Z	RightForearm_RXV	RightForearm_RYV	RightForearm_RZV	RightForearm_XV	RightForearm_YV	RightForearm_ZV	RightForearm_QW	RightForearm_QX	RightForearm_QY	RightForearm_QZ	RightForearm_CMX	RightForearm_CMY	RightForearm_CMZ	RightHand_X	RightHand_Y	RightHand_Z	RightHand_RXV	RightHand_RYV	RightHand_RZV	RightHand_XV	RightHand_YV	RightHand_ZV	RightHand_QW	RightHand_QX	RightHand_QY	RightHand_QZ	RightHand_CMX	RightHand_CMY	RightHand_CMZ	LeftArm_X	LeftArm_Y	LeftArm_Z	LeftArm_RXV	LeftArm_RYV	LeftArm_RZV	LeftArm_XV	LeftArm_YV	LeftArm_ZV	LeftArm_QW	LeftArm_QX	LeftArm_QY	LeftArm_QZ	LeftArm_CMX	LeftArm_CMY	LeftArm_CMZ	LeftForearm_X	LeftForearm_Y	LeftForearm_Z	LeftForearm_RXV	LeftForearm_RYV	LeftForearm_RZV	LeftForearm_XV	LeftForearm_YV	LeftForearm_ZV	LeftForearm_QW	LeftForearm_QX	LeftForearm_QY	LeftForearm_QZ	LeftForearm_CMX	LeftForearm_CMY	LeftForearm_CMZ	LeftHand_X	LeftHand_Y	LeftHand_Z	LeftHand_RXV	LeftHand_RYV	LeftHand_RZV	LeftHand_XV	LeftHand_YV	LeftHand_ZV	LeftHand_QW	LeftHand_QX	LeftHand_QY	LeftHand_QZ	LeftHand_CMX	LeftHand_CMY	LeftHand_CMZ
0.0014	0.00148201	0.0002417	0.804212	0.350447	0.0532273	0.602528	-1.09661	0.148273	-0.178211	0.0865503	0.085318	0.70707	-0.696621	-0.181935	0.000254193	0.758614	-0.580441	-0.0997076	0.658009	0.00189627	-0.354461	1.43503	0.627833	1.011	-0.210147	0.583654	0.590754	0.397791	-0.390026	-0.533789	-0.097898	0.544214	-0.466656	-0.0952939	0.38046	-0.00104091	-0.354465	1.59818	0.639756	1.43626	-0.103809	0.585265	0.592397	0.39534	-0.387605	-0.413259	-0.0932662	0.253225	-0.344771	-0.0906655	0.0900334	-0.306034	0.178856	1.68622	1.35634	-1.52709	0.00784757	0.627938	0.638201	-0.316113	0.313792	-0.278418	-0.0916998	0.177761	-0.581146	0.10027	0.6609	0.199879	-0.292737	-1.66072	0.013313	1.2292	-0.210147	0.44403	0.448548	0.553202	-0.5437	-0.60615	0.101923	0.54048	-0.642132	0.104301	0.367192	0.196618	-0.294937	-2.09774	0.0214249	0.730792	-0.122326	0.44704	0.451611	0.550704	-0.541228	-0.668683	0.106165	0.231783	-0.702739	0.108556	0.0581067	-0.353768	-0.0222418	-2.15858	0.0498271	-0.0536364	-0.0294212	0.692144	0.702637	-0.116317	0.117088	-0.598732	0.108405	0.0939179	0.00218712	-0.199736	0.801321	0.268165	-0.231806	-1.15461	-0.64618	0.876295	-0.178211	0.370128	0.373381	0.606477	-0.596471	-0.090827	-0.197375	0.615292	-0.158799	-0.195649	0.479348	0.248595	-0.25268	-1.39499	-0.606923	0.511252	-0.0947606	0.3939	0.397554	0.590913	-0.581047	-0.227912	-0.193412	0.307757	-0.310102	-0.190752	0.103704	-0.284777	-0.211066	-2.03681	0.0311521	0.608499	0.00757472	0.696935	0.706778	0.0877057	-0.08399	-0.117941	-0.189385	0.0559908	0.000776893	0.20022	0.807103	0.242475	-0.258558	8.25186	-0.447657	1.03601	-0.178211	0.400826	0.404599	0.586112	-0.576291	-0.0722887	0.202777	0.612376	-0.125683	0.204646	0.470075	0.00731229	-0.354391	-3.19211	2.34714	3.27792	-0.0851301	0.580657	0.587697	0.402293	-0.394474	-0.0581391	0.207374	0.297867	0.0221831	0.210618	0.0930799	-0.345386	-0.0797176	3.64304	2.42363	-1.89097	0.0583983	0.69941	0.709804	-0.0583577	0.0599866	0.21741	0.210829	0.126104
0.00145	0.00153698	0.000250716	0.804219	0.350464	0.0530452	0.602481	-1.0967	0.148518	-0.178303	0.0865591	0.0853303	0.707063	-0.696626	-0.181879	0.000263797	0.758614	-0.580383	-0.0996967	0.657999	0.00169884	-0.354452	1.43188	0.628104	1.01105	-0.210131	0.583671	0.590765	0.397765	-0.390011	-0.533723	-0.0978893	0.544208	-0.466578	-0.0952884	0.380458	-0.00124114	-0.354454	1.59566	0.640031	1.43535	-0.103795	0.585284	0.592409	0.395311	-0.387587	-0.41317	-0.0932632	0.253228	-0.344669	-0.0906656	0.0900415	-0.305923	0.179025	1.68418	1.35473	-1.52648	0.00785792	0.627931	0.638181	-0.31614	0.313819	-0.278323	-0.091699	0.177775	-0.581086	0.100281	0.660887	0.199756	-0.292808	-1.65898	0.0133416	1.22936	-0.210131	0.444009	0.448523	0.553215	-0.543724	-0.6061	0.101932	0.540469	-0.642096	0.104308	0.367184	0.1965	-0.295003	-2.10029	0.0214451	0.731471	-0.122288	0.447014	0.45158	0.550722	-0.541257	-0.668662	0.10617	0.231778	-0.702736	0.108558	0.058105	-0.353766	-0.0221077	-2.1623	0.0497089	-0.053591	-0.0293622	0.692156	0.702637	-0.11628	0.11705	-0.598725	0.108407	0.093905	0.00224073	-0.199727	0.801331	0.268058	-0.231914	-1.15404	-0.646153	0.876489	-0.178303	0.370112	0.373363	0.606481	-0.596488	-0.0907841	-0.197368	0.615307	-0.158764	-0.195644	0.479367	0.248483	-0.252775	-1.39569	-0.60687	0.511639	-0.0948144	0.393881	0.397533	0.590921	-0.581067	-0.227889	-0.19341	0.307781	-0.310093	-0.190753	0.103733	-0.284849	-0.21095	-2.03757	0.031227	0.608433	0.0075597	0.696936	0.706768	0.0877386	-0.0840286	-0.117937	-0.189387	0.0560004	0.000833224	0.200229	0.807106	0.242236	-0.258768	8.25556	-0.447084	1.03636	-0.178303	0.400946	0.404718	0.586023	-0.576214	-0.072152	0.202784	0.612348	-0.125487	0.204652	0.470025	0.00719673	-0.354383	-3.19844	2.34682	3.28014	-0.0851471	0.580629	0.587662	0.402335	-0.394526	-0.0579711	0.207376	0.297807	0.0223184	0.210616	0.0930069	-0.345429	-0.0794848	3.64182	2.42258	-1.89156	0.058378	0.69941	0.709793	-0.0584242	0.0600483	0.217539	0.210826	0.126067
0.0015	0.00159195	0.000259737	0.804225	0.350484	0.0528644	0.602438	-1.09679	0.148765	-0.178396	0.0865679	0.0853427	0.707056	-0.696631	-0.181822	0.000273403	0.758615	-0.580324	-0.0996859	0.65799	0.00150252	-0.354445	1.42875	0.628377	1.0111	-0.210115	0.583689	0.590775	0.397738	-0.389995	-0.533656	-0.0978806	0.544201	-0.466499	-0.0952829	0.380457	-0.0014403	-0.354445	1.59311	0.640308	1.43445	-0.103781	0.585303	0.592421	0.395282	-0.387569	-0.413081	-0.0932602	0.253231	-0.344567	-0.0906658	0.0900495	-0.305815	0.179194	1.68209	1.35311	-1.52587	0.00786887	0.627925	0.638162	-0.316166	0.313846	-0.278229	-0.0916983	0.177788	-0.581026	0.100292	0.660874	0.199634	-0.292881	-1.65739	0.0133728	1.22952	-0.210115	0.443989	0.448499	0.553227	-0.543749	-0.60605	0.101941	0.540458	-0.64206	0.104314	0.367176	0.196385	-0.29507	-2.10258	0.0214672	0.73211	-0.12225	0.446987	0.45155	0.55074	-0.541287	-0.668641	0.106174	0.231773	-0.702733	0.108559	0.0581033	-0.353766	-0.0219749	-2.16567	0.0496269	-0.0535687	-0.0293032	0.692168	0.702637	-0.116244	0.117011	-0.598718	0.108408	0.093892	0.00229434	-0.199718	0.80134	0.267953	-0.232023	-1.15348	-0.646126	0.876683	-0.178396	0.370096	0.373344	0.606486	-0.596505	-0.0907412	-0.197362	0.615322	-0.158729	-0.19564	0.479385	0.248373	-0.252872	-1.39639	-0.606818	0.512027	-0.094868	0.393862	0.397511	0.590928	-0.581087	-0.227866	-0.193408	0.307804	-0.310084	-0.190753	0.103762	-0.284923	-0.210837	-2.03834	0.0313035	0.608367	0.00754535	0.696937	0.706758	0.0877715	-0.0840672	-0.117933	-0.18939	0.0560099	0.000889559	0.200238	0.807109	0.241999	-0.258979	8.25926	-0.44651	1.03672	-0.178396	0.401067	0.404838	0.585933	-0.576137	-0.0720152	0.202791	0.612321	-0.125292	0.204657	0.469976	0.00708237	-0.354377	-3.20477	2.34649	3.28235	-0.0851638	0.580601	0.587626	0.402376	-0.394578	-0.0578031	0.207379	0.297747	0.0224536	0.210615	0.0929339	-0.345474	-0.0792535	3.64059	2.42152	-1.89214	0.058359	0.699411	0.709782	-0.0584908	0.0601101	0.217668	0.210823	0.126029
0.00155	0.00164693	0.000268763	0.804231	0.350505	0.052685	0.602398	-1.09688	0.149012	-0.178489	0.0865767	0.085355	0.707049	-0.696636	-0.181766	0.000283012	0.758616	-0.580265	-0.099675	0.65798	0.00130721	-0.35444	1.42563	0.628652	1.01114	-0.2101	0.583706	0.590786	0.397712	-0.389979	-0.533589	-0.097872	0.544195	-0.466421	-0.0952774	0.380455	-0.00163847	-0.354439	1.59053	0.640588	1.43356	-0.103768	0.585322	0.592434	0.395254	-0.387551	-0.412993	-0.0932571	0.253233	-0.344466	-0.0906659	0.0900574	-0.305709	0.179364	1.67994	1.35148	-1.52526	0.00788036	0.627918	0.638142	-0.316193	0.313873	-0.278135	-0.0916976	0.177802	-0.580966	0.100303	0.660861	0.199515	-0.292956	-1.65592	0.0134063	1.22968	-0.2101	0.443968	0.448474	0.55324	-0.543773	-0.606	0.10195	0.540447	-0.642025	0.10432	0.367168	0.196271	-0.295139	-2.10463	0.0214911	0.732712	-0.122213	0.446961	0.451519	0.550758	-0.541316	-0.668619	0.106178	0.231767	-0.702729	0.108561	0.0581015	-0.353769	-0.0218432	-2.16872	0.0495776	-0.0535675	-0.0292442	0.692181	0.702637	-0.116207	0.116972	-0.598711	0.10841	0.0938791	0.00234797	-0.199709	0.80135	0.267851	-0.232132	-1.15291	-0.646099	0.876879	-0.178489	0.370079	0.373326	0.606491	-0.596522	-0.0906983	-0.197355	0.615337	-0.158694	-0.195635	0.479404	0.248265	-0.25297	-1.39708	-0.606765	0.512415	-0.0949213	0.393843	0.397489	0.590936	-0.581107	-0.227843	-0.193406	0.307828	-0.310075	-0.190754	0.103791	-0.284998	-0.210726	-2.03911	0.0313816	0.608301	0.00753159	0.696938	0.706749	0.0878044	-0.0841059	-0.117929	-0.189392	0.0560194	0.0009459	0.200247	0.807112	0.241764	-0.259191	8.26294	-0.445935	1.03707	-0.178489	0.401187	0.404958	0.585843	-0.576061	-0.0718784	0.202798	0.612294	-0.125096	0.204663	0.469927	0.00696911	-0.354374	-3.21109	2.34616	3.28456	-0.0851803	0.580573	0.58759	0.402418	-0.394629	-0.0576351	0.207381	0.297687	0.0225888	0.210613	0.0928608	-0.345521	-0.0790237	3.63934	2.42047	-1.89271	0.0583412	0.699411	0.70977	-0.0585573	0.0601718	0.217797	0.21082	0.125992
0.0016	0.00170192	0.000277792	0.804237	0.350528	0.0525067	0.60236	-1.09696	0.14926	-0.178582	0.0865855	0.0853673	0.707041	-0.696641	-0.181709	0.000292624	0.758616	-0.580207	-0.0996642	0.65797	0.00111286	-0.354437	1.42253	0.62893	1.01119	-0.210086	0.583724	0.590797	0.397686	-0.389964	-0.533522	-0.0978633	0.544188	-0.466342	-0.0952719	0.380453	-0.00183571	-0.354434	1.58793	0.640871	1.43267	-0.103755	0.585341	0.592446	0.395225	-0.387532	-0.412904	-0.0932541	0.253236	-0.344364	-0.0906661	0.0900653	-0.305605	0.179534	1.67774	1.34986	-1.52465	0.00789219	0.627911	0.638123	-0.316219	0.3139	-0.27804	-0.0916969	0.177815	-0.580906	0.100314	0.660848	0.199398	-0.293032	-1.65457	0.013442	1.22984	-0.210086	0.443947	0.448449	0.553252	-0.543798	-0.60595	0.101959	0.540436	-0.641989	0.104327	0.36716	0.196159	-0.295209	-2.10646	0.0215166	0.73328	-0.122176	0.446934	0.451488	0.550775	-0.541346	-0.668598	0.106182	0.231762	-0.702726	0.108562	0.0580998	-0.353773	-0.0217126	-2.17149	0.0495581	-0.0535855	-0.0291853	0.692193	0.702637	-0.11617	0.116933	-0.598703	0.108411	0.0938661	0.0024016	-0.1997	0.801359	0.267751	-0.232242	-1.15234	-0.646072	0.877074	-0.178582	0.370063	0.373308	0.606495	-0.596539	-0.0906554	-0.197349	0.615351	-0.158659	-0.195631	0.479423	0.24816	-0.253069	-1.39778	-0.606712	0.512803	-0.0949746	0.393824	0.397467	0.590944	-0.581126	-0.22782	-0.193404	0.307851	-0.310066	-0.190755	0.10382	-0.285074	-0.210617	-2.03987	0.0314613	0.608235	0.00751823	0.69694	0.706739	0.0878374	-0.0841445	-0.117925	-0.189395	0.0560289	0.00100225	0.200256	0.807115	0.241531	-0.259403	8.26662	-0.44536	1.03743	-0.178582	0.401307	0.405077	0.585754	-0.575984	-0.0717416	0.202805	0.612267	-0.1249	0.204669	0.469878	0.0068569	-0.354373	-3.21742	2.34583	3.28678	-0.0851967	0.580544	0.587555	0.40246	-0.394681	-0.0574671	0.207384	0.297627	0.022724	0.210612	0.0927878	-0.34557	-0.0787952	3.63808	2.41941	-1.89328	0.0583243	0.699412	0.709759	-0.0586237	0.0602336	0.217926	0.210818	0.125954
0.00165	0.00175692	0.000286827	0.804243	0.350553	0.0523295	0.602325	-1.09705	0.149508	-0.178675	0.0865943	0.0853797	0.707034	-0.696645	-0.181653	0.000302239	0.758617	-0.580148	-0.0996533	0.65796	0.000919334	-0.354436	1.41945	0.62921	1.01124	-0.210072	0.583741	0.590808	0.39766	-0.389948	-0.533455	-0.0978547	0.544182	-0.466264	-0.0952664	0.380452	-0.00203216	-0.354432	1.5853	0.641155	1.43178	-0.103742	0.58536	0.592458	0.395196	-0.387514	-0.412816	-0.0932511	0.253238	-0.344263	-0.0906662	0.0900732	-0.305504	0.179704	1.67549	1.34822	-1.52405	0.00790443	0.627904	0.638103	-0.316245	0.313927	-0.277946	-0.0916961	0.177829	-0.580846	0.100325	0.660835	0.199282	-0.293109	-1.65333	0.0134797	1.23001	-0.210072	0.443927	0.448425	0.553265	-0.543822	-0.6059	0.101968	0.540425	-0.641953	0.104333	0.367152	0.196049	-0.29528	-2.10809	0.0215436	0.733819	-0.12214	0.446907	0.451457	0.550793	-0.541375	-0.668576	0.106186	0.231757	-0.702723	0.108564	0.0580981	-0.35378	-0.0215829	-2.17398	0.0495658	-0.0536208	-0.0291264	0.692206	0.702638	-0.116134	0.116894	-0.598696	0.108413	0.0938531	0.00245524	-0.199691	0.801368	0.267653	-0.232353	-1.15178	-0.646045	0.87727	-0.178675	0.370047	0.373289	0.6065	-0.596556	-0.0906125	-0.197343	0.615366	-0.158624	-0.195626	0.479441	0.248056	-0.253168	-1.39847	-0.606658	0.513192	-0.0950277	0.393805	0.397445	0.590952	-0.581146	-0.227797	-0.193401	0.307875	-0.310057	-0.190756	0.10385	-0.285151	-0.21051	-2.04064	0.0315426	0.608168	0.00750534	0.696941	0.706729	0.0878704	-0.0841831	-0.117921	-0.189398	0.0560384	0.0010586	0.200265	0.807118	0.241299	-0.259616	8.27029	-0.444783	1.03779	-0.178675	0.401428	0.405197	0.585664	-0.575907	-0.0716046	0.202813	0.612239	-0.124705	0.204674	0.469828	0.00674559	-0.354373	-3.22374	2.34549	3.28899	-0.0852129	0.580516	0.587519	0.402502	-0.394733	-0.057299	0.207386	0.297567	0.0228591	0.210611	0.0927147	-0.34562	-0.0785679	3.63681	2.41835	-1.89385	0.0583083	0.699412	0.709748	-0.0586902	0.0602953	0.218055	0.210815	0.125917
0.0017	0.00181192	0.000295865	0.804249	0.35058	0.0521531	0.602293	-1.09714	0.149757	-0.178768	0.0866032	0.085392	0.707027	-0.69665	-0.181597	0.000311856	0.758617	-0.580089	-0.0996425	0.657951	0.000726545	-0.354437	1.41638	0.629491	1.01128	-0.21006	0.583758	0.590818	0.397633	-0.389933	-0.533389	-0.097846	0.544175	-0.466185	-0.095261	0.38045	-0.00222788	-0.354431	1.58264	0.641441	1.4309	-0.103729	0.585378	0.59247	0.395168	-0.387497	-0.412727	-0.0932481	0.253241	-0.344161	-0.0906664	0.0900811	-0.305404	0.179874	1.67319	1.34659	-1.52344	0.00791703	0.627897	0.638084	-0.316272	0.313953	-0.277852	-0.0916954	0.177842	-0.580786	0.100336	0.660822	0.199167	-0.293186	-1.65218	0.0135191	1.23018	-0.21006	0.443906	0.4484	0.553278	-0.543847	-0.60585	0.101977	0.540414	-0.641917	0.104339	0.367144	0.195941	-0.295353	-2.10954	0.021572	0.73433	-0.122104	0.446881	0.451426	0.550811	-0.541405	-0.668555	0.106191	0.231752	-0.70272	0.108565	0.0580964	-0.353788	-0.021454	-2.17623	0.0495981	-0.0536721	-0.0290676	0.692218	0.702638	-0.116097	0.116855	-0.598689	0.108414	0.0938401	0.00250889	-0.199682	0.801378	0.267556	-0.232464	-1.15121	-0.646017	0.877467	-0.178768	0.370031	0.373271	0.606504	-0.596572	-0.0905695	-0.197336	0.615381	-0.158588	-0.195621	0.47946	0.247954	-0.253268	-1.39916	-0.606605	0.513582	-0.0950807	0.393786	0.397423	0.59096	-0.581166	-0.227774	-0.193399	0.307898	-0.310048	-0.190757	0.103879	-0.28523	-0.210404	-2.0414	0.0316253	0.608101	0.00749286	0.696942	0.706719	0.0879033	-0.0842218	-0.117917	-0.1894	0.0560479	0.00111496	0.200274	0.807121	0.241069	-0.25983	8.27395	-0.444206	1.03814	-0.178768	0.401548	0.405317	0.585574	-0.57583	-0.0714677	0.20282	0.612212	-0.124509	0.20468	0.469779	0.00663511	-0.354375	-3.23005	2.34515	3.2912	-0.0852289	0.580488	0.587483	0.402544	-0.394785	-0.0571309	0.207388	0.297506	0.0229942	0.210609	0.0926417	-0.345671	-0.0783416	3.63553	2.4173	-1.89442	0.0582931	0.699413	0.709737	-0.0587566	0.060357	0.218184	0.210812	0.125879
0.00175	0.00186693	0.000304909	0.804255	0.350607	0.0519776	0.602261	-1.09723	0.150008	-0.178861	0.086612	0.0854043	0.707019	-0.696655	-0.18154	0.000321477	0.758618	-0.580031	-0.0996316	0.657941	0.000534423	-0.354439	1.41332	0.629774	1.01133	-0.210047	0.583776	0.590829	0.397607	-0.389917	-0.533322	-0.0978374	0.544169	-0.466107	-0.0952555	0.380448	-0.00242296	-0.354431	1.57996	0.641728	1.43002	-0.103716	0.585397	0.592482	0.395139	-0.387479	-0.412639	-0.0932451	0.253243	-0.34406	-0.0906665	0.0900889	-0.305305	0.180044	1.67085	1.34495	-1.52283	0.00792995	0.62789	0.638064	-0.316298	0.31398	-0.277758	-0.0916947	0.177856	-0.580726	0.100347	0.660809	0.199054	-0.293265	-1.65112	0.0135602	1.23034	-0.210047	0.443885	0.448375	0.55329	-0.543871	-0.6058	0.101986	0.540403	-0.641882	0.104346	0.367136	0.195834	-0.295426	-2.11083	0.0216016	0.734816	-0.122068	0.446854	0.451396	0.550829	-0.541434	-0.668533	0.106195	0.231746	-0.702717	0.108567	0.0580947	-0.353797	-0.0213259	-2.17826	0.0496529	-0.0537378	-0.0290088	0.692231	0.702638	-0.11606	0.116816	-0.598682	0.108416	0.093827	0.00256255	-0.199673	0.801387	0.267462	-0.232576	-1.15064	-0.645989	0.877664	-0.178861	0.370015	0.373252	0.606509	-0.596589	-0.0905266	-0.19733	0.615395	-0.158553	-0.195617	0.479478	0.247854	-0.253369	-1.39984	-0.606551	0.513972	-0.0951336	0.393767	0.397401	0.590967	-0.581186	-0.227751	-0.193397	0.307921	-0.310039	-0.190757	0.103908	-0.285309	-0.2103	-2.04216	0.0317096	0.608033	0.00748074	0.696943	0.706709	0.0879363	-0.0842604	-0.117913	-0.189403	0.0560574	0.00117132	0.200283	0.807123	0.24084	-0.260045	8.27761	-0.443627	1.0385	-0.178861	0.401669	0.405437	0.585484	-0.575753	-0.0713307	0.202827	0.612185	-0.124313	0.204686	0.46973	0.00652538	-0.354379	-3.23637	2.3448	3.29342	-0.0852448	0.580459	0.587447	0.402587	-0.394837	-0.0569628	0.207391	0.297446	0.0231293	0.210608	0.0925686	-0.345724	-0.0781162	3.63423	2.41624	-1.89498	0.0582787	0.699414	0.709725	-0.058823	0.0604186	0.218313	0.21081	0.125841
0.0018	0.00192195	0.000313957	0.804261	0.350636	0.0518028	0.602231	-1.09732	0.150259	-0.178954	0.0866208	0.0854166	0.707012	-0.69666	-0.181484	0.0003311	0.758619	-0.579972	-0.0996208	0.657931	0.000342904	-0.354442	1.41028	0.630058	1.01138	-0.210036	0.583793	0.590839	0.397581	-0.389902	-0.533255	-0.0978287	0.544162	-0.466029	-0.09525	0.380446	-0.00261746	-0.354433	1.57726	0.642017	1.42915	-0.103703	0.585416	0.592495	0.39511	-0.387461	-0.41255	-0.0932421	0.253245	-0.343959	-0.0906667	0.0900966	-0.305208	0.180215	1.66846	1.3433	-1.52222	0.00794313	0.627883	0.638045	-0.316324	0.314007	-0.277664	-0.0916939	0.177869	-0.580666	0.100358	0.660796	0.198943	-0.293345	-1.65014	0.0136028	1.23051	-0.210036	0.443865	0.448351	0.553303	-0.543895	-0.60575	0.101995	0.540392	-0.641846	0.104352	0.367128	0.195728	-0.2955	-2.11197	0.0216323	0.735279	-0.122032	0.446827	0.451365	0.550847	-0.541464	-0.668512	0.106199	0.231741	-0.702713	0.108568	0.058093	-0.353808	-0.0211984	-2.18008	0.0497282	-0.0538166	-0.02895	0.692243	0.702638	-0.116023	0.116777	-0.598675	0.108417	0.093814	0.00261621	-0.199664	0.801397	0.267368	-0.232688	-1.15008	-0.645961	0.877861	-0.178954	0.369999	0.373234	0.606514	-0.596606	-0.0904836	-0.197323	0.61541	-0.158518	-0.195612	0.479497	0.247755	-0.25347	-1.40052	-0.606497	0.514362	-0.0951865	0.393748	0.397379	0.590975	-0.581206	-0.227727	-0.193395	0.307945	-0.310031	-0.190758	0.103937	-0.285389	-0.210197	-2.04291	0.0317953	0.607965	0.00746893	0.696944	0.706699	0.0879694	-0.0842991	-0.117909	-0.189405	0.0560669	0.00122769	0.200292	0.807126	0.240612	-0.26026	8.28126	-0.443047	1.03886	-0.178954	0.401789	0.405556	0.585394	-0.575676	-0.0711936	0.202834	0.612158	-0.124117	0.204691	0.469681	0.00641633	-0.354384	-3.24267	2.34445	3.29563	-0.0852607	0.580431	0.587411	0.402629	-0.39489	-0.0567946	0.207393	0.297386	0.0232643	0.210606	0.0924955	-0.345778	-0.0778917	3.63292	2.41518	-1.89553	0.058265	0.699414	0.709714	-0.0588894	0.0604803	0.218442	0.210807	0.125804
0.00185	0.00197698	0.000323009	0.804267	0.350667	0.0516287	0.602203	-1.09741	0.15051	-0.179048	0.0866296	0.0854289	0.707005	-0.696664	-0.181428	0.000340725	0.758619	-0.579913	-0.0996099	0.657921	0.000151928	-0.354447	1.40725	0.630344	1.01142	-0.210025	0.58381	0.59085	0.397555	-0.389887	-0.533188	-0.0978201	0.544156	-0.46595	-0.0952445	0.380444	-0.00281142	-0.354436	1.57454	0.642307	1.42828	-0.103691	0.585435	0.592507	0.395082	-0.387443	-0.412462	-0.093239	0.253248	-0.343857	-0.0906668	0.0901044	-0.305113	0.180385	1.66603	1.34166	-1.52161	0.00795654	0.627877	0.638025	-0.31635	0.314034	-0.27757	-0.0916932	0.177882	-0.580606	0.100368	0.660783	0.198832	-0.293425	-1.64923	0.0136467	1.23068	-0.210025	0.443844	0.448326	0.553315	-0.54392	-0.6057	0.102004	0.540381	-0.64181	0.104359	0.367119	0.195623	-0.295574	-2.11298	0.0216641	0.735722	-0.121997	0.446801	0.451334	0.550865	-0.541494	-0.66849	0.106203	0.231736	-0.70271	0.10857	0.0580913	-0.35382	-0.0210716	-2.18171	0.0498219	-0.0539074	-0.0288913	0.692256	0.702639	-0.115986	0.116738	-0.598668	0.108419	0.0938009	0.00266989	-0.199655	0.801406	0.267276	-0.232801	-1.14951	-0.645932	0.878059	-0.179048	0.369982	0.373215	0.606518	-0.596623	-0.0904406	-0.197317	0.615425	-0.158483	-0.195608	0.479516	0.247657	-0.253572	-1.4012	-0.606443	0.514753	-0.0952393	0.393728	0.397357	0.590983	-0.581226	-0.227704	-0.193393	0.307968	-0.310022	-0.190759	0.103966	-0.285469	-0.210095	-2.04367	0.0318825	0.607896	0.00745739	0.696946	0.706689	0.0880024	-0.0843378	-0.117905	-0.189408	0.0560763	0.00128406	0.200301	0.807129	0.240386	-0.260475	8.2849	-0.442467	1.03923	-0.179048	0.40191	0.405676	0.585304	-0.575599	-0.0710565	0.202841	0.612131	-0.123921	0.204697	0.469632	0.00630791	-0.354391	-3.24898	2.3441	3.29784	-0.0852765	0.580402	0.587375	0.402671	-0.394942	-0.0566264	0.207396	0.297326	0.0233993	0.210605	0.0924224	-0.345833	-0.0776679	3.6316	2.41413	-1.89609	0.0582518	0.699415	0.709703	-0.0589557	0.0605419	0.218571	0.210804	0.125766
